id,title,skills,employment_type,salary,remote,company_name,company_location,description,posted_date,updated_date,company_id,position_id
1443,"Tableau Developer - Data Analyst, Temporary",,,,,"Ekman Associates, Inc.",,"         Ekman Associates, Inc. is a Southern California based company focused on the following services: Management Consulting, Professional Staffing Solutions, Executive Recruiting and Managed Services.              Key Experience:          Proficient in Excel/Data Analytics, Tableau and SQL.      Vendor Management (VMO) support.           Advanced Tableau Visualization Tools.            Ability to design, develop, conducts unit testing, and maintains complex Tableau dashboards for scalability, manageability, extensibility, performance, and re-use.        Responsibilities:           Build reports, dashboards, and perform data analysis in Tableau and Excel.            Prepares and analyzes data; this can include - locating, profiling, cleansing, extracting, mapping, importing, transforming, validating, or modeling.            Applies query, data exploration and transformation, basic statistical methods, and visualization techniques to create business insights or improve data quality.            Performs validation and testing to confirm the accuracy of the information created.            Interprets results of analyses, identifies trends, and issues, and develops recommendations to support business objectives.            Communicates complex information so that it is easy to understand and influences others to take action based on the useful information provided.            Define, develop compelling analytical dashboards in a clear and easy to understand format.             Show a strong aptitude for carrying out solutions and translating objectives into a scalable solution that meets end customers' needs within deadlines.            Design and build visually rich applications and dashboards to measure, track, and display key business metric using Tableau.            Develop ad-hoc reports / analysis as needed.            Support in day-to-day response, resolution and Follow up of vendor management issues assigned to you.            Follow up with issue list and drive them to closure.             Document process steps necessary to resolve issues            Provide regular updates regarding progress on open/closed issues and make recommendations to improve progress.            Assist the vendor management team in updating and maintaining project information covering various projects.            Qualifications:           Tableau Certified preferred.            Expertise in writing SQL Queries (MS SQL Server and/or Oracle).            3 to 5 years of experience using SQL, Python (or similar languages or tools) for querying data and for data manipulation and transformation, strongly preferred.            Advanced Excel and Tableau visualization skills.            Three (3) or more years building business-focused visualizations and user interfaces.            General understanding of relational databases and programming for reporting purpose preferred.            Strong analytical and data interpretation skills.            Strong written, verbal, and interpersonal skills. Willingness to ask questions when assigned a task.            Ability to work both independently and collaborate equally.            Ability to problem solve and to interpret business data.            Demonstrate high standards of accuracy and attention to detail.            Demonstrated track record of prioritizing, multitasking, and managing multiple projects/assignments simultaneously in a fast-paced environment with tight deadlines.            Ability to create logical frameworks to understand an unstructured problem statement.            Ability to work both in the abstract at a high level and get into the details.            Working knowledge with MS Office Suite and Google Sheets.            Real life experience in extracting, transforming, and preparing analytics from disparate sources.            Data analysis skills and understanding of how data is sourced, collected, transformed, validated, managed, used, governed, and controlled within a data centric organization.            Strong analysis and requirements gathering skills with the ability to understand relations between data sets, prepare sample data, define, and prepare data mappings.            Outstanding written and oral communications as well as interpersonal skills.            Strong planning, organizational, analytical, communication skills are required.            Ability to manage competing priorities and simultaneous projects in a fast paced environment.            Familiarity with incident response process, data retention/deletion frameworks.            Experience with infrastructure technologies, software development, and/or application security life cycle.              Qualified Candidates Only           :  If you wish to learn more about this opportunity and additional qualifications/responsibilities, please submit your resume. To learn more about Ekman Associates, Inc. please visit our website at              .         ",2023-09-28T17:05:31.000Z,,91010724,23-00051
1444,Sr. Deskside Technician,,,,,Stefanini,,"Who we areStefanini is a full service global provider of offshore, onshore and nearshore IT services, including application development and outsourcing services, IT infrastructure outsourcing (help desk support and desktop services), systems integration, consulting and strategic staffing to Fortune 1000 enterprises around the world. We have over 25,000 employees across 77 offices in 40 countries across the Americas, Europe, Africa, Australia, and Asia. What will you do?Supporting IT equipment in large corporate environmentDesktop/laptop tech support (Mac, PC & Linux)Support mobile devices, printers, scanners, wireless, VPN, etc.IMAC Support - IT equipment Install/Move/Add/ChangeMaintain repairs, spare parts, and componentsResearch and troubleshoot problemsMaintain system configurations and documentationTrack and resolve customer incidents and requests through the client's ticketing toolTroubleshoot and resolve hardware and software issues for Windows devicesBackup, restoration, and migration of user dataSmart Hands support with networking, server, and telecommunications technologiesPrinter and peripheral device supportInventory management of IT assets including asset auditingAbility to research and follow appropriate KB articlesAbility to work on-call and other after-hours support needsExecutive supportVarious other tasks associated with deskside servicesOther duties as assigned What do you need to succeed?Experience supporting Mac OS, Windows OS, Ubuntu Linux, Microsoft Office, Smart Phones, AV Conferencing Systems, Printers and PC hardwareAble to uphold a positive attitude at all times, even under stressful conditionsExperience supporting remote usersExcellent verbal and written communication skillsHigh level of professionalism and strong personal interaction skillsAbility to perform in-depth research and troubleshooting for complex technical issuesAbility to prioritize and complete all work tasks with minimal supervisionAbility to walk, bend, stand for long hours, and lift equipment up to 50 poundsAbility and willingness to learn new technologiesHigh School Diploma (required)Deskside / Desktop / End User Computer experience, ideally in a corporate environmentProven ability to handle challenging, rapid-response user supportProven ability to balance, prioritize and organize multiple tasks Desired CharacteristicsA+ CertificationNetwork+ CertificationMicrosoft Certified Professional (MCP)ITIL FoundationsLean Six Sigma      Extensive VIP & Executives level support experienceExtensive experience in IT service deliveryMinimum of 2-3 years of experience as a Sr. Deskside/Service Desk Excellent customer and people relationship and communication skillsAbility to manage and handle work related stress and pressureCollaboration and team leadership abilitiesCritical thinking and problem-solving skill   Good interpersonal skillsExcellent attention to detail and organization skillsEffective time management and organizational skillsExcellent verbal and written communication skillsBe a big-thinker, able to think strategically and ready to be and feel a part of the big picture.Be flexible & adaptable in your understanding of client needs and goals to achieve successful outcomes. What you'll getWork with brilliant minds, often within a global capacity;Comprehensive Benefits package that includes 401(k), paid time off, tuition reimbursement, medical, dental and vision insurance, and much more;Opportunity to participate in professional development eLearning programs within the Stefanini University, and other virtual training as well. Why we're differentBrazilian and privately owned company;Agility, flexibility, and innovation are in our DNA;Flat organizational structure which enables faster communication and decision making;",2023-10-06T17:02:57.000Z,,10106616,54823
1445,Sr. IT Financial Analyst,,,,,INSPYR Solutions,,"Title: Sr IT Financial AnalystLocation: Remote - Travel quarterly is a must (Miami, FL)Duration: 6 months + ContractCompensation: $50-$65/hr(w2)Work Requirements: , Holders or Authorized to Work in the USJob Description: The Senior IT Financial Analyst is a key contributor in our efforts to effectively and efficiently manage IT Financials.The Sr. IT Financial Analyst will play a pivotal role in supporting enterprise-wide planning, developing quarterly outlooks, and delivering key financial analyses and business analytics.This role will work closely with corporate and operational leaders across the company to analyze, report, and support the company's financial performance and its strategies.This role requires the individual to be a self-starter, have strong written and verbal communication skills, and provide sound financial recommendations based on accurate analyses.This role helps operational leaders make critical business decisions through their financial and analytical expertise.This role is responsible for managing a typical annual budget of $100m+.Duties include facilitating the annual IT Financial plan, forecasting, reconciliation of actuals, providing long-term/strategic modeling, developing pro-forma models for proposed investment projects, and the execution of other ad-hoc analysis related to Cash Flow, as well as relationship management with IT Leaders and their Financial Liaison, Finance, Sourcing, Purchasing, Accounts Payable, Supplier Maintenance, Legal, Tax and HR.This role participates in strategic and operational process improvements while working with CCL IT and other departments and brands.The Senior IT Financial Analyst works with Directors, VPs and CIO/CFO.This role will also need to support tools like Apptio, MarkView, iProc, Tangoe, Daptiv or other tools as process improvements are made.Skillset / Experience:10+ years of experience in project management, finance and accounting or related roles in a large corporate environment.Background in IT and/or the Cruise Industry is a plus.Mastery with financial statement analysis.Must be able to criti-cally think, problem solve, and perform root cause analysis un-der ambiguity. Highly analytical and detail oriented with a strong business sense.Ability to manage tight deadlines, priori-tize workload, and achieve effective results.Advanced profi-ciency in Microsoft Excel and PowerPoint.Adapts readily and easily to changes and has the drive to challenge the limits of their professional skills.Clear verbal and written communication, team building, conflict management, organizational skills.Must be able to adhere to deadlines and manage multiple deadlines, prioritizing the critical path items Global perspective -- accustomed to doing business around the world and comfortable working with professionals with diverse cultural backgrounds.Self-motivated with the ability to work independently, including remotely.Strong experience in financial planning, project planning, and team leadership. Ability to document coherent and concise financial reports. Ability to create PowerPoint presentations that are informative and engaging and deliver them to various audiences including executive management. Experience conducting large and small meetings and documenting/distributing/following up on meeting minutes and action items. Ability to review contracts and statements of work for accuracy and relevance. In addition to other duties/functions, this position requires full commitment and support for promoting ethical and compliant culture.More specifically, this position requires integrity, hon-esty, and respectful treatment of others, as well as a willingness to speak up when they see misconduct or have concerns.Discipline/MajorAn undergraduate degree in Finance, Accounting, Economics, MIS, IS, CS or related field is preferred or related job experience.About INSPYR Solutions:As a leading information technology partner, we connect top IT talent with our clients to provide innovative business solutions through our IT Staffing, Professional Services, and Infrastructure Solutions divisions. We understand and value the unique needs of  information technology professionals in the industry and always strive to stay above the curve. Our company was founded on the following core values: Be the Best, Understand the Urgency, Never Ever Give Up, Have the Courage to Excel, and  . We take pride in our business model and strive to create a positive workplace environment through an exemplary culture.INSPYR Solutions provides Equal Employment Opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, INSPYR complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities.",2023-10-19T13:02:32.000Z,,10228513,23-72743
1446,Technical Project Manager,,,,,Expedite Technology Solutions,,"    Job Title: Embedded Project Manager      Location: Peachtree City, GA       Duration: 12+ Months      Technical Experience:     Managing highly skilled technical team spread across globe.    Taking responsibility for ASPICE process oriented project deliveries.    Maintaining consistent, proactive, and timely communication with customer and internal stake holders    Preparing and presenting status reports, deliverables, and briefings as required    Collaborating with internal technical teams, project teams    Documenting and maintaining projects information.    Interacting effectively with all levels of internal and external personnel; building trust, gaining consensus,     and resolving conflict    Enabling high individual and team performance    Proven experience in C and embedded SW development for minimum 8 years.    Proven experience in Automotive SW development for minimum 5 years.    Proven experience in ASPICE compliant projects. Good understanding of all process areas.    Experience in SW project management activities for automotive POC, production programs compliant to ASPICE    Good communication skills (written and verbal)    Technical documentation    Experienced in managing, planning, and executing at least two automotive projects.    Good experience in managing diversified teams.    Strong knowledge of Linux Kernel, sub systems and device drivers    Experience with Linux File systems    Good Experience with QNX, Linux based software development    Good experience in Adaptive AUTOSAR based software development.    Development experience with Qualcomm, i.MX7D Linux platform preferred.     Development experience with CAN, I2C, SPI, RS232, RS485, USB device drivers    Experience in device driver development, integration and BSP porting    Experience with u-boot/boot loaders    Experience with shell/Bash scripting    Familiar with Secure boot and cyber security concepts    Hands-on programming experience with the Linux kernel internals, device drivers for multi-core SoCs, Linux     Hands-on programming and debugging experience with board bring-up.    Excellent problem-solving and debugging skills and good English communications skills, both verbal and writing    Familiar with Agile/Scrum processes   ",2023-06-23T22:02:53.000Z,,10317972,23-01957
1447,SAP Cutover / Hypercare Lead,,,,,Cloudious LLC,,"We are currently hiring seasoned  SAP Cutover / Hypercare Lead who come with a strong consulting mindset.   SAP Cutover / Hypercare Lead 12+ Months Contract Remote   Job Description/ Responsibilities  Demonstrated experience in S/4 multi-sites rollouts cutover / hypercare planning, cutover / hypercare execution, monitoring the cutover progress and run hypercare command center. Plan and lead daily cutover, hypercare status calls with multiple work-streams / stakeholders at all levels. Experience in at least 2 end to end implementation of S/4 global programs (helps keep cutover in perspective) S/4 functional experience in at least one of the modules OTC or MM/WM Good communication, articulation Experience in cutover, hypercare status reporting, dashboards, metrics. Familiarity with hypercare exit criteria. Comfortable in connecting with stakeholders from business / IT at all levels.    What are the top skills required for this role? 1.S/4 HANA Deployment     Cutover and Hypercare Lead 2.Manage / Lead Hypercare Command Centre    ",2023-10-27T14:31:16.000Z,,10114358C,2023-20588
1448,Director of Accounting,,,,,"Mitchell Martin, Inc.",,"Our client, provides customers business consultancy and technology solutions, is seeking for a Director of AccountingLocation: : Fully RemotePosition Type: Full-Time/Direct-HireJob Summary:* The Director of Accounting will report to the CFO and oversee the day-to-day functions of the accounting department in a growing technology company with multiple business units and an aggressive business model.* The candidate will oversee a team of approximately 22 people and will provide best practice leadership in all financial areas.Responsibilities:* Direct the daily operations and systems of all accounting team functions, reconciliations and monthly close, ensuring compliance with corporate policy as well as federal, state and local accounting and regulatory guidelines.* Serve as the technical US GAAP subject matter expert on most complex critical areas.* Work closely with the CFO to assume leadership of projects and complex analysis.* Enhance, develop, and implement policies and procedures for core finance functions promoting internal controls.* Provide timely financial statements and reports to senior management and upon request from business unit leaders.* Enable senior management to understand business trends and highlight operating strengths and weaknesses.* Oversee the payroll and financial operations of Company, subsidiary companies, and a foreign operation.* Manage the Company's treasury and prepare cash projections that guide the overall cash planning and financing of business cycles.* Lead year end close process, reviews and approve financial transactions, track R&D expenditures and coordinate with external auditors and service providers.* Manage and mentor accounting professionals and staff to perform their work tasks with optimal efficiencies and in a service-oriented manner.* Establish an ethical and collaborative work environment, promoting accountability and corporate values.* Coordinate with operations, accounting, IT and others to implement process improvements in the accounting department for greater productivity and accuracy in transaction processing.* Optimize bank relationships with favorable terms for credit facilities and banking transactions.* Participate in the development of the company's financial plans and programs as a business partner. Provide technical guidance and advice to others within the organization on financial matters.* Develop and track performance measures that support the company's key success indicators.* Understand and mitigate key elements of the company's risk by implementing appropriate accounting controls.* Advise and guide sales management and procurement managers on establishing favorable financial terms with customers and vendors on large transactions.* Ensure that record keeping meets the requirements of auditors and government agencies.* Manage and ensure the quality of data in the ERP system and related tools.* Update job knowledge by remaining aware of new regulations; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations.Position Requirements:* Bachelor's degree in accounting or finance, Masters preferred.* 10+ years of Financial, Accounting and leadership experience, most recently as a Director or VP for a small to mid-sized company (Professional Services, Software, Technology or similar industry preferred).* CPA required and the license must be active.* Prior Management of a large accounting team required.* Advanced Excel ability required. Advanced Word skills preferred.* Self-starter who can multi-task, meet strict deadlines, oversee projects and drive results.* Knowledge of Sage Intacct and ASC 606 revenue recognition a big plus.* Possess excellent and demonstrated strategic financial planning and analysis abilities, extensive and current knowledge of leading edge principles and practices associated with accounting.* Outstanding oral, written, and interpersonal communication skills are essential.* Candidate should be self- assured and able to 'work and play' well with others.* Ability to work in a dynamic, fast paced, proactive environment.* Professional Services, Software, Technology or similar industry preferred.Comp: 165k + 25k bonus*M",2023-08-30T21:08:28.000Z,,mitchmar1,23-37037
1449,Laboratory Assistant,,,,,Stefanini,,"  Stefanini Group is hiring!  Stefanini is looking for Laboratory Assistant in East Hanover, NJ (Onsite)  For quick Apply, please reach out to Cathryn Villanueva -Call: / Email: Cathryn.Villanueva @stefanini.com  We are seeking a Food Manufacturing Associate to join our team at our facility. The ideal candidate will be responsible for various tasks related to food manufacturing, including sample requests, ordering supplies, conducting product evaluations, and assisting with pilot plant trials. The candidate should have a background in food science or CPG experience, although it is not required.  Location: will work at site-must be vaccinated to enter the facility.1. Enter sample requests into company system for analytical and micro analysis.2. Order supplies and ingredients for bench top experiments, pilot plant trials and product sample reviews.3. Assemble and initiate shelf life storage studies and conduct product pull.4. Prepare and ship samples as needed and supply tracking information.5. Aid Product Developers with bench-top sample preparation.6. Utilize various pieces of lab equipment to quantify product attributes and report findings to the Product Developer.7. Enter test data into Excel or other database systems.8. Prepare lab area for product reviews9. Assist with pilot plant trials (Fair Lawn, NJ) as needed, and evaluate the product in lab.10. Be a trusted partner within the lab environment Requirements:Availability to work 5 days a week, totaling approximately 40 hours per week.Shift timing: 8:30 AM to 4:00 PM with a 30-minute lunch break (start time flexibility).Willingness to work overtime if required (rare occurrence).Recommended: Background in food science or CPG experience. Note: This job requires on-site work, and all candidates must be vaccinated to enter the facility.  ***Listed salary ranges may vary based on experience, qualifications, and local market. Also, some positions may include bonuses or other incentives*** Stefanini takes pride in hiring top talent and developing relationships with our future employees. Our talent acquisition teams will never make an offer of employment without having a phone conversation with you. Those face-to-face conversations will involve a description of the job for which you have applied. We also speak with you about the process including interviews and job offers. About Stefanini Group The Stefanini Group is a global provider of offshore, onshore and near shore outsourcing, IT digital consulting, systems integration, application, and strategic staffing services to Fortune 1000 enterprises around the world. Our presence is in countries like the Americas, Europe, Africa, and Asia, and more than four hundred clients across a broad spectrum of markets, including financial services, manufacturing, telecommunications, chemical services, technology, public sector, and utilities. Stefanini is a CMM level 5, IT consulting company with a global presence. We are a CMM Level 5 company.",2023-09-26T15:02:22.000Z,,10106616,54833
1450,D365 CRM Developer,,,,,eNamix,,"Type: 6 months contract-to-hireLocation: Prefer 100% on-site in Phoenix, will consider hybrid Summary:This is an integral role working closely with the founders of a young, dynamic and fast-growing (about 3000% growth in the last 18 months) consumer goods company. Will be central to Dynamics 365 CRM, Sales, and Marketing customization. We are a high energy, collaborative environment in which you will work closely with like-minded creative and high producing professionals to build the best solutions available.Requirements:Bachelor's degree in Computer Science or related discipline preferredAt least 2 to 5 years' D365 CRM customization and implementation experience, including Sales and MarketingStay current with the latest trends, techniques and technologies",2023-08-15T20:04:52.000Z,,ENACA001,23-00025
1451,Sr. Infrastructure Specialist (Onsite),,,,,TM Floyd & Company,,"We re looking for a Sr. Infrastructure Specialist for an onsite role in Columbia, SC. If you re looking for a new opportunity, apply today!   Key Responsibilities: Installing, monitoring, troubleshooting, diagnosing, and maintaining the company's hardware and software systems and acting as a backup to the IT director in their absence Managing the company's virtualized infrastructure based on VMware virtualization technology, including applying updates, reviewing performance, and commissioning or decommissioning servers, and performing all necessary and proper maintenance of hosts and operating systems under applicable best practices Analyzing the company's existing network by optimizing existing configurations, making recommendations, and otherwise assisting in determining organizational system needs for business operations Assisting the IT director in planning and maintaining the company's system-wide security Serving as the senior specialist on the IT help desk, including troubleshooting Level 1, Level 2, and Level 3 issues as the need arisesSkills & Qualifications: 5 years of experience with IT systems support Education/Certifications: Degree in computer science, engineering, or relevant fieldLocation: Columbia, SC. 23-00517, Sr. Infrastructure SpecialistTM Floyd & Company is an equal opportunity employer and values diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability. We offer a generous array of benefits, depending on the length of assignment. We also offer a referral bonus of up to $1,000. Ask us for more details! TM Floyd & Company participates in E-VERIFY AAP, EEO ",2023-08-22T20:01:58.000Z,,tmfloyd,23-00517
1452,IT Manager,,,,,INSPYR Solutions,,"Title: IT ManagerLocation: Alexandria, VA, onsite 5 days a weekDuration: Salaried roleCompensation: 135-155k with bonusWork Requirements:  Job Description:The IT Manager will be responsible for server and storage platforms, virtualization, cloud services, the Service Desk and corporate applications.The individual will lead and be part of a dynamic and high functioning team, and manage day to day functions which include planning, developing, and implementing complex infrastructure and enterprise systems, and documenting and implementing IT policies and procedures.The IT Manager will partner with the Information Security Manager to design and execute the company's technology roadmap.The individual will plan the annual budget and manage projects, including hands-on work and directing team efforts. In collaboration with business leaders, the IT Manager will align IT planning with business objectives and develop innovative solutions to business challenges. Occasional evening and weekend work is required to support emergencies and business goals.Manage and support server and storage platforms, virtualization, cloud services and corporate applicationsPlan and manage IT projects, and organize and negotiate the allocation of resourcesDevelop and implement IT policies and procedures, including those for architecture, industry best practices, purchasing, software licensing, and service provisionOversee asset management for IT hardware, software, and equipment, and ensure compliance with software licensing agreementsBenchmark, analyze, and present recommendations for the improvement and growth of server and storage platforms, virtualization, cloud services, and corporate applicationsAdminister vendor and consultant projects, contracts, and service agreementsManage the evaluation and adoption of emerging technologies including cloudEnsure cost-effective design, development, integration, implementation, testing, and maintenance of new services, equipment and systems in support of business objectivesOversee service management activities including change and release management, testing, quality assurance and end-to-end technical integrationDevelop and lead high performing teams to ensure the reliable delivery of IT services and operationsSupervise the Service Desk Manager and ensure the Service Desk supports employees with an emphasis on excellent customer serviceSkillset / Experience:Bachelor's Degree in Information Technology, Computer Science or a similar technical discipline is preferredMinimum 8 years of IT experience with 4 years of management experience is preferred Qualificationsship is requiredStrong technical background and experience surrounding IT Infrastructure technologies including but not limited to: Windows Server, Microsoft Exchange, Microsoft SharePoint, virtualization, and storage is requiredExperience managing Microsoft Azure and Amazon Web Services deployments is requiredSoftware development experience is preferredKnowledge of web protocols, HTML, CSS, PHP, JavaScript, SQL, secure coding, and clean code practices is preferredWorking knowledge of cybersecurity standards (e.g. NIST) is preferredExperience writing technical documentation, user documentation, and/or specifications is preferredExperience managing LAMP and/or WIMP environments is preferredAbout INSPYR Solutions: As a leading information technology partner, we connect top IT talent with our clients to provide innovative business solutions through our IT Staffing, Professional Services, and Infrastructure Solutions divisions. We understand and value the unique needs of  information technology professionals in the industry and always strive to stay above the curve. Our company was founded on the following core values: Be the Best, Understand the Urgency, Never Ever Give Up, Have the Courage to Excel, and . We take pride in our business model and strive to create a positive workplace environment through an exemplary culture. INSPYR Solutions provides Equal Employment Opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, INSPYR complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities.",2023-10-18T15:02:09.000Z,,10228513,23-72741
1453,Salesforce Technical Architect / Program Architect,,,,,Cloudious LLC,,"SFDC Sr. Technical Architect / Program Architect Location : Union Beach, New Jersey FTE   Responsibilities This is a Salesforce technical delivery leadership role, with the following responsibilities: - Responsible for matching business process and automation requirements to the capabilities of SFDC Integration, including data model, role hierarchy, sharing and security model - Provide Technical architecture strategy and guidance for all SFDC rollouts, Design-for-adoption strategy - Reviews Solution design for initiatives and lead defining development standards and best practices - Conduct research into clients' use of Salesforce, producing a report of findings with recommended steps and a roadmap for Salesforce solutions. - Collaborate with colleagues and customers to create prototypes and proofs of concept as a means of eliciting and defining requirements. - Review solutions (design & code) and recommending improvements. - Participate and contribute with Grooming and refining the Salesforce product backlog, in liaison with stakeholders on the project. - Own the design of Salesforce and (optionally) other affiliated solutions for Sales, Service, and platform solutions. - Act as a release manager, approving configuration and coded items to be deployed between environments. Where appropriate, this could include deploying changes. - Supervise the configuration, quality assurance, testing, and deployment of Salesforce. - Collaborative project and workstream planning.   Required Qualifications and Background - At least 10 years' experience in a leading role in delivering Salesforce projects, - Excellent communication skills, written, verbal, and interactive when online, - Minimum Salesforce certified and working experience: Administrator Sales Cloud Consultant Service Cloud Consultant Experience Cloud CRMA Analytics Salesforce CPQ Platform Dev 1 Platform Dev 2   Knowledge, Skills, and Abilities Required: - A pro-active personality, with a can-do attitude, - Excellent relationship-building skills, - Strong analytical skills, with the ability to observe trends. Able to actively make suggestions based on the results, - Available and responsive to question, clarifications and instructions - Ability to tailor communication to multiple audiences at all levels - A self-starter, experienced in leading projects or delivery work streams - Outstanding written communication skills - Ability to demonstrate concepts visually and in writing in a way that enables stakeholders to decide with confidence - A strategic approach to solution design, with proven ability to develop and execute tactical plans to support the strategy - Excellent ability to coach, motivate and direct work tasks to a multi-disciplinary team of Salesforce professionals Desirable/bonus: - Bachelor's / Postgraduate degree or professional qualification in Business, Computer Science, Marketing, Finance or a similar field of study, - Salesforce Designer certifications, - Salesforce Data Cloud Consultant, - Salesforce Architecture certifications, - Active in the Salesforce community.  ",2023-10-27T18:16:27.000Z,,10114358C,2023-20612
1454,IT PM,,,,,"Mitchell Martin, Inc.",,"Our client, a major American low cost airline, is seeking for an IT PM.Location: RemotePosition Type: ContractKNOWLEDGE, SKILLS, AND ABILITIES:* Strong experience in developing, executing, and managing cloud hosted PWA ( Web App ) implementation projects.* Strong experience leading the business and IT resources through the discovery and documentation of business and technical requirements in request for proposal and statement of requirement formats.* Strong analytical, organizational, and decision-making skills.* Exceptional interpersonal skills for collaborating and team building.* Exceptional verbal and written communication skills with the demonstrated ability to simplify and briefly, succinctly communicate complex issues to multiple audiences.* Ability to lead others to implement new approaches, systems, structures, and methods.* Ability to define and balance the competing demands for quality, scope, schedule, and cost.* Communicate timelines and expectations to technical and business staff.* Ability to analyze and document system processes.* Solid understanding of software development life cycle models.* Exceptional knowledge of both Agile and Waterfall project management principles and practices. In addition, the ability to blend them together in the right proportions to fit a particular project and business environment.* Knowledge of process engineering and re-engineering techniques and practices.*M",2023-09-05T15:07:19.000Z,,mitchmar1,23-37797
1455,Infrastructure Security Consultant,,,,,ESPO Engineering Corp,,"Job title:  Infrastructure Security ConsultantDuration:  ContractLocation:  Remote  Candidate must have a minimum of 7+  years of experience in Information Security with at least 3 years in Cloud Security and enterprise infrastructure security. Comfortable with building WAF rules. Familiarity with bot detection via Cloud tools is a plus. Familiar with AWS IAM, Security Group management, AWS well architected framework. Experience triaging infrastructure vulnerabilities. Knowledge of Qualys/Nessus is a big plus. Experience with Enterprise security.(Corporate security, WIFI, infrastructure security tooling). Experience with scanning tools (Qualys/Nessus). SIEM configuration management, troubleshooting, addressing complex issues and day to day operations management. Strong Linux skills are required, as is experience in physical, virtual and public cloud data center environments. Experience with zero trust network access  implementations. Python/Shell Scripting experience preferred. Experience with git. Good understanding of network security, infrastructure security, identity and access management, and operating systems. AWS Certifications will be a plus.ESPO Corporation    View all open jobs at   Leaders in Technical Recruiting & Staffing since 1965We are an Equal Opportunity Employer and value the benefits of diversity in our workforce  . All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity and expression, national origin, disability, protected Veteran status, or any other attribute or protected characteristic by law. If you need assistance applying please contact us directly.",2023-10-09T19:01:43.000Z,,90864832,23-00902
1456,Customer Support Analyst (Hybrid),,,,,DP Professionals Inc,,"DPP is seeking a Customer Support Analyst for our client in the banking industry in Columbia, SC. Work arrangement:  Hybrid, onsite Tuesday, Wednesday, and Thursday W2 position, 6 months (and possible extension)Responsibilities: The Customer Support Analyst receives, investigates, and responds to customer inquiries regarding complex products, services, and issues via all channels through which customers are served. Will train on new business applications and be prepared to support upcoming system implementations. Maintains high levels of customer satisfaction, demonstrates commitment to quality, related to operational and technical support of complex products and/or processes of the AgFirst Farm Credit Bank. Knowledge of major products and services and has the ability to apply this knowledge appropriately. Learns existing business applications, how they interact with other applications and provides timely support to end users. Resolves customer/ Association partner inquiries and issues. Recommends appropriate solutions. Resolve complex or reoccurring issues. Understanding of the issues related to the decision-making process; ability to analyze situations fully and accurately and reach productive decisions. Understanding of effective communication concepts, tools, and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors. Demonstrates support of teammates, second level staff, senior management, processes, and procedures and assigned tasks to ensure the success of the Customer Support department and system deployments. Ensures the customer s issue is fully resolved for all requests. Serves as a Core Support Services employee under the Bank s Short Term Emergency Plan (STEP) and is available to provide support when the Bank operates under this plan. Uses multiple system tools to search and troubleshoot questions and issues of systems and applications. Ability to manage multiple concurrent objectives, making effective judgments as to prioritizing and time allocation, as well as being accountable for personal self-development to include maintaining knowledge for supported systems. Required knowledge, skills, and abilities: Education and/or experience equivalent to an Associate Degree in Business or technical discipline, as well as related experience or product knowledge to accomplish primary duties. Experience in customer support/call center environment preferably dealing with PC and application software, mainframe, and client server computer systems. Certified Help Desk Professional preferred. HIPAA certified preferred. Ability to communicate/interact effectively with customers, users, technical experts, and all levels of management. Strong customer service orientation; desire to embrace technology as a means of improving service.  Proven organizational skills and demonstrated abilities to establish priorities, take initiative, work under time pressures and exercise sound business judgment. Interested? Learn more:Click the apply button or contact our recruiter Lori at  to learn more about this position (#23-00693).DPP offers a range of compensation and benefits packages to our employees and their eligible dependents. Call today to learn more about working with DPP.  Authorized US Worker - s and those authorized to work in the US are encouraged to apply. We are unable to sponsor at this time. EOE/AA/V/D",2023-10-06T13:02:39.000Z,,10114775,23-00693
